original order,Case Number,Year,Country,Activity,Sex,Age,Fatal,Species
844,1907.02.09,1907,PHILIPPINES,Shipwreck,M,0,N,Unknown/Other
843,1907.02.05,1907,NEW ZEALAND,Swimming,M,55,Y,Unknown/Other
842,1907.02.03,1907,AUSTRALIA,Swimming,M,18,Y,Unknown/Other
841,1907.00.00.b,1907,VIETNAM,Fishing,M,20,N,Unknown/Other
840,1907.00.00.a,1907,USA,Fishing,M,0,Y,Unknown/Other
839,1906.11.16,1906,JAMAICA,Fishing,M,0,N,Unknown/Other
838,1906.10.10.d.R,1906,USA,Other,M,0,N,Unknown/Other
837,1906.10.10.c.R,1906,USA,Swimming,M,0,Y,Unknown/Other
836,1906.10.10.b.R,1906,USA,Diving,M,0,N,Unknown/Other
835,1906.10.10.a.R,1906,USA,Swimming,M,0,Y,Unknown/Other
834,1906.09.27.R.b,1906,INDONESIA,Swimming,M,0,N,Unknown/Other
833,1906.09.27.R.a,1906,INDONESIA,Swimming,M,0,Y,Unknown/Other
832,1906.09.05.R,1906,AUSTRALIA,Swimming,M,0,Y,Unknown/Other
831,1906.09.00,1906,USA,Fishing,M,0,N,Mako shark
830,1906.08.20,1906,YEMEN,Diving,M,0,N,Unknown/Other
829,1906.08.04,1906,USA,Sailing,M,0,Y,Unknown/Other
828,1906.07.05.R,1906,USA,Swimming,M,0,Y,Unknown/Other
827,1906.07.00,1906,MOZAMBIQUE,Other,M,0,UNKNOWN,Unknown/Other
826,1906.04.27.R,1906,INDONESIA,Diving,M,0,Y,Unknown/Other
825,1906.04.16,1906,AUSTRALIA,Other,M,0,N,Unknown/Other
824,1906.04.14,1906,AUSTRALIA,Diving,M,17,Y,Unknown/Other
823,1906.04.10.R.a & b,1906,INDONESIA,Other,M,0,Y,Unknown/Other
822,1906.04.02.R,1906,AUSTRALIA,Other,M,18,UNKNOWN,Unknown/Other
821,1906.02.14.R,1906,NEW ZEALAND,Swimming,M,0,UNKNOWN,Unknown/Other
820,1906.01.28,1906,AUSTRALIA,Swimming,M,31,Y,Unknown/Other
819,1906.01.20,1906,SOUTH AFRICA,Swimming,M,30,Y,Unknown/Other
818,1905.12.31,1905,SOUTH AFRICA,Swimming,M,0,Y,Unknown/Other
816,1905.09.29,1905,AUSTRALIA,Swimming,M,0,Y,Unknown/Other
815,,1905,USA,Fishing,M,0,N,Unknown/Other
814,1905.08.24,1905,EGYPT,Other,M,0,UNKNOWN,Tiger shark
813,1905.08.00.b,1905,USA,Swimming,M,0,N,Unknown/Other
812,1905.08.00.a,1905,PHILIPPINES,Swimming,M,21,N,Unknown/Other
811,1905.07.29,1905,USA,Swimming,M,16,Y,Unknown/Other
809,1905.07.02,1905,INDONESIA,Other,M,0,Y,Unknown/Other
808,1905.07.00,1905,USA,Fishing,M,0,Y,Unknown/Other
807,1905.05.22,1905,USA,Swimming,M,0,N,Unknown/Other
806,1905.04.06,1905,SOUTH AFRICA,Swimming,M,26,Y,Unknown/Other
805,1905.03.26,1905,AUSTRALIA,Swimming,M,40,N,Unknown/Other
804,1905.03.25,1905,AUSTRALIA,Swimming,Unknown,0,UNKNOWN,Unknown/Other
803,1905.02.10,1905,AUSTRALIA,Swimming,M,23,UNKNOWN,Unknown/Other
802,1905.01.01,1905,AUSTRALIA,Swimming,M,39,UNKNOWN,Unknown/Other
801,1905.00.00.b,1905,USA,Other,Unknown,0,N,Unknown/Other
800,1904.11.02,1904,PHILIPPINES,Swimming,M,0,N,Unknown/Other
799,1904.10.11.R,1904,INDIAN OCEAN,Sailing,M,0,Y,Unknown/Other
798,1904.09.00,1904,CUBA,Other,M,0,Y,Unknown/Other
797,1904.08.00,1904,CUBA,Shipwreck,M,0,Y,Unknown/Other
796,1904.07.28,1904,USA,Sailing,M,0,N,Unknown/Other
795,1904.07.27,1904,USA,Swimming,M,0,Y,Unknown/Other
794,1904.07.01.R,1904,ITALY,Swimming,M,0,Y,Unknown/Other
793,1904.02.07,1904,AUSTRALIA,Swimming,M,0,Y,Unknown/Other
792,1904.02.04,1904,NEW ZEALAND,Swimming,M,30,Y,Unknown/Other
791,1904.01.23,1904,NEW CALEDONIA,Swimming,M,0,Y,Unknown/Other
790,1904.00.00.R,1904,REUNION,Swimming,M,16,Y,Unknown/Other
789,1904.00.00.c,1904,USA,Diving,M,0,UNKNOWN,Unknown/Other
788,1904.00.00.b,1904,PHILIPPINES,Swimming,M,0,N,Unknown/Other
787,1904.00.00.a,1904,USA,Swimming,M,0,Y,Unknown/Other
786,1903.10.04,1903,CUBA,Sailing,M,0,Y,Unknown/Other
785,1903.09.16.R,1903,USA,Fishing,M,0,N,Unknown/Other
784,1903.07.00,1903,FALKLAND ISLANDS,Swimming,M,28,N,Unknown/Other
783,1903.06.21,1903,AUSTRALIA,Swimming,M,0,Y,Unknown/Other
782,1903.05.04,1903,MEXICO,Swimming,M,0,Y,Unknown/Other
781,1903.03.20.R,1903,AUSTRALIA,Other,M,0,Y,Unknown/Other
780,1903.03.12,1903,AUSTRALIA,Swimming,M,0,Y,Unknown/Other
779,1903.01.10,1903,AUSTRALIA,Other,M,0,Y,Bull shark
778,1903.00.00.b,1903,GREECE,Diving,M,0,Y,Unknown/Other
777,1903.00.00.a,1903,USA,Fishing,M,0,Y,Unknown/Other
776,1902.12.22.R,1902,NICARAGUA,Swimming,M,30,Y,Unknown/Other
775,1902.11.10,1902,AUSTRALIA,Swimming,M,17,Y,Unknown/Other
774,1902.11.01.R,1902,USA,Fishing,M,0,N,Unknown/Other
773,1902.08.28.R,1902,ITALY,Swimming,M,0,Y,Unknown/Other
772,1902.08.24.R,1902,CROATIA,Fishing,M,0,N,Unknown/Other
771,1902.08.08,1902,USA,Fishing,M,0,Y,Unknown/Other
770,1902.07.15,1902,ITALY,Fishing,M,0,N,Unknown/Other
769,1902.07.06,1902,USA,Swimming,M,0,N,Unknown/Other
768,1902.06.02,1902,PHILIPPINES,Other,M,0,N,Unknown/Other
767,1902.06.00,1902,EGYPT,Diving,M,0,N,Unknown/Other
766,1902.04.00,1902,SOUTH AFRICA,Swimming,M,0,UNKNOWN,Unknown/Other
765,1902.02.22.R,1902,NEW ZEALAND,Swimming,M,0,N,Unknown/Other
764,1902.01.25.R,1902,AUSTRALIA,Other,M,0,Y,Unknown/Other
763,1902.01.19.R,1902,SOUTH AFRICA,Other,M,0,UNKNOWN,Unknown/Other
762,1902.01.19,1902,AUSTRALIA,Swimming,M,16,N,Unknown/Other
761,1901.12.01,1901,AUSTRALIA,Swimming,M,10,N,Unknown/Other
760,1901.10.00,1901,PHILIPPINES,Fishing,M,0,N,Unknown/Other
759,1901.09.23.R,1901,CYPRUS,Swimming,M,15,Y,Unknown/Other
758,1901.07.30,1901,SOUTH AFRICA,Swimming,M,29,Y,White shark
757,1901.07.17,1901,ITALY,Swimming,M,20,UNKNOWN,Unknown/Other
756,1901.06.29.R,1901,YEMEN,Diving,M,0,UNKNOWN,Unknown/Other
755,1901.06.24,1901,PHILIPPINES,Swimming,M,0,N,Unknown/Other
754,1901.01.30,1901,AUSTRALIA,Swimming,M,0,Y,Unknown/Other
753,1901.00.00,1901,USA,Swimming,M,0,N,Unknown/Other
752,1900.12.27,1900,AUSTRALIA,Swimming,M,0,Y,Unknown/Other
751,1900.11.14,1900,SOUTH AFRICA,Swimming,M,30,Y,Unknown/Other
750,1900.10.27,1900,SOUTH AFRICA,Swimming,M,0,UNKNOWN,Unknown/Other
749,1900.09.15,1900,AUSTRALIA,Swimming,M,0,N,Unknown/Other
748,1900.09.13,1900,USA,Diving,M,0,UNKNOWN,Unknown/Other
747,1900.09.05,1900,USA,Swimming,M,0,N,Unknown/Other
746,1900.08.21,1900,USA,Swimming,M,0,N,Unknown/Other
745,1900.07.31,1900,CROATIA,Swimming,M,0,Y,Unknown/Other
744,1900.07.14,1900,USA,Swimming,M,0,UNKNOWN,Unknown/Other
743,1900.07.00,1900,USA,Other,Unknown,0,N,Unknown/Other
742,1900.01.28,1900,AUSTRALIA,Swimming,M,0,N,Unknown/Other
741,1900.00.00.b,1900,USA,Other,M,0,N,Unknown/Other
740,1900.00.00.a,1900,SOUTH AFRICA,Swimming,M,0,N,Unknown/Other
739,1899.12.18,1899,AUSTRALIA,Other,M,0,N,Unknown/Other
738,1899.11.20,1899,PHILIPPINES,Shipwreck,Unknown,0,Y,Unknown/Other
737,1899.10.28,1899,AUSTRALIA,Fishing,Unknown,0,N,Unknown/Other
736,1899.10.12.b,1899,LIBYA,Diving,M,0,N,Unknown/Other
735,1899.10.12.a,1899,LIBYA,Diving,M,0,Y,Unknown/Other
734,1899.09.11.R,1899,MEXICO,Swimming,M,0,Y,Unknown/Other
733,1899.08.23.R,1899,USA,Fishing,M,0,Y,Basking shark
732,1899.08.15,1899,USA,Swimming,M,15,Y,Unknown/Other
731,1899.08.08.c,1899,EGYPT,Swimming,M,9,N,Unknown/Other
730,1899.08.08.b,1899,EGYPT,Swimming,M,19,N,Unknown/Other
729,1899.08.08.a,1899,EGYPT,Swimming,M,13,N,Unknown/Other
728,1899.07.08.R,1899,BAHAMAS,Sailing,M,0,Y,Unknown/Other
727,1899.06.07,1899,ITALY,Fishing,M,0,N,Unknown/Other
724,1899.05.04.R,1899,ITALY,Swimming,M,0,Y,Unknown/Other
723,1899.01.28,1899,AUSTRALIA,Swimming,F,13,UNKNOWN,Unknown/Other
722,1899.00.00.c,1899,SOUTH AFRICA,Other,M,0,N,Unknown/Other
721,1899.00.00.b,1899,USA,Kayaking,M,0,N,Unknown/Other
720,1899.00.00.a,1899,USA,Fishing,M,0,N,Unknown/Other
719,1898.12.28.R,1898,AUSTRALIA,Other,M,0,Y,Unknown/Other
718,1898.10.28,1898,USA,Other,M,0,Y,Unknown/Other
717,1898.09.19.b.R,1898,UNKNOWN,Diving,M,0,N,Unknown/Other
716,1898.09.19.a.R,1898,UNKNOWN,Diving,M,0,N,Unknown/Other
715,1898.09.07.R,1898,CARIBBEAN SEA,Sailing,M,0,Y,Unknown/Other
714,1898.08.22,1898,USA,Swimming,M,0,N,Unknown/Other
713,1898.07.26.R,1898,AUSTRALIA,Swimming,M,0,UNKNOWN,Unknown/Other
712,1898.07.15,1898,YEMEN,Swimming,M,24,Y,Unknown/Other
711,1898.07.14,1898,YEMEN,Swimming,M,22,Y,Unknown/Other
710,1898.07.00,1898,CUBA,Swimming,M,0,Y,Unknown/Other
709,1898.06.22,1898,NEW CALEDONIA,Shipwreck,M,0,Y,Unknown/Other
708,1898.04.13,1898,FIJI,Other,M,0,N,Unknown/Other
707,1898.01.24,1898,SRI LANKA,Swimming,M,0,Y,Unknown/Other
706,1898.00.00.R,1898,GREECE,Diving,M,0,UNKNOWN,Unknown/Other
705,1898.00.00.f,1898,USA,Fishing,M,15,N,White shark
704,1898.00.00.e,1898,CUBA,Shipwreck,M,0,Y,Unknown/Other
703,1898.00.00.d,1898,JAMAICA,Other,F,0,N,Unknown/Other
702,1898.00.00.c,1898,CUBA,Swimming,M,0,Y,Unknown/Other
701,1898.00.00.b,1898,USA,Other,M,0,N,Unknown/Other
700,1898.00.00.a,1898,YEMEN,Diving,M,0,Y,Unknown/Other
699,1898.00.00 g,1898,USA,Other,M,0,Y,Unknown/Other
698,1897.12.04.R,1897,USA,Other,M,0,N,Unknown/Other
697,1897.10.15,1897,MEXICO,Diving,M,0,UNKNOWN,Unknown/Other
696,1897.10.05.R,1897,MARSHALL ISLANDS,Fishing,Unknown,0,Y,Unknown/Other
695,1897.09.17,1897,USA,Fishing,M,0,N,Unknown/Other
694,1897.09.06,1897,USA,Swimming,M,0,N,Unknown/Other
693,1897.07.21,1897,SOUTH AFRICA,Swimming,M,0,Y,Unknown/Other
692,1897.06.09,1897,YEMEN,Shipwreck,Unknown,0,Y,Unknown/Other
691,1897.03.15.b.R,1897,UNKNOWN,Swimming,M,0,Y,Unknown/Other
690,1897.03.15.a.R,1897,USA,Fishing,M,0,Y,Unknown/Other
689,1897.00.00.b,1897,NEW ZEALAND,Other,M,0,N,Unknown/Other
688,1897.00.00.a,1897,EGYPT,Other,Unknown,0,UNKNOWN,Unknown/Other
687,1896.12.23,1896,AUSTRALIA,Fishing,M,0,N,Unknown/Other
686,1896.12.20,1896,NEW ZEALAND,Swimming,M,26,Y,Unknown/Other
685,1896.12.17.R,1896,NEW ZEALAND,Other,M,0,Y,Unknown/Other
684,1896.11.29,1896,AUSTRALIA,Swimming,M,0,Y,Unknown/Other
683,1896.11.01,1896,AUSTRALIA,Kayaking,M,0,Y,Unknown/Other
682,1896.09.11.R,1896,SRI LANKA,Diving,M,0,N,Unknown/Other
681,1896.07.25,1896,USA,Fishing,M,35,Y,Unknown/Other
680,1896.06.21.R,1896,USA,Swimming,M,0,N,Unknown/Other
679,1896.01.11,1896,AUSTRALIA,Swimming,M,11,Y,Unknown/Other
678,1896.00.00.b,1896,USA,Swimming,M,0,Y,Unknown/Other
677,1896.00.00.a,1896,HAITI,Swimming,M,15,N,Unknown/Other
676,1895.12.09,1895,AUSTRALIA,Swimming,M,14,Y,Unknown/Other
675,1895.11.21.R,1895,BARBADOS,Diving,M,0,N,Unknown/Other
674,1895.11.16,1895,AUSTRALIA,Fishing,M,0,Y,Unknown/Other
673,1895.09.18,1895,CUBA,Shipwreck,M,0,UNKNOWN,Unknown/Other
672,1895.09.14.R,1895,YEMEN,Diving,M,0,Y,Unknown/Other
671,1895.09.00,1895,USA,Fishing,Unknown,0,N,Unknown/Other
670,1895.08.11,1895,USA,Swimming,M,26,Y,Unknown/Other
669,1895.08.02,1895,USA,Fishing,M,0,N,Unknown/Other
668,1895.07.16.R,1895,JAPAN,Fishing,M,0,Y,Unknown/Other
667,1895.06.13.R,1895,UNKNOWN,Diving,M,0,N,Unknown/Other
666,1895.06.03.R,1895,AUSTRALIA,Diving,M,0,Y,Unknown/Other
665,1895.05.21,1895,BAHAMAS,Shipwreck,M,0,N,Unknown/Other
664,1895.05.03,1895,NEW ZEALAND,Shipwreck,M,0,Y,Unknown/Other
663,1895.04.29,1895,SOUTH AFRICA,Other,M,28,Y,Unknown/Other
662,1895.04.23,1895,NEW ZEALAND,Swimming,M,0,N,Unknown/Other
661,1895.03.29.R,1895,INDONESIA,Swimming,M,0,Y,Unknown/Other
660,1895.03.15,1895,AUSTRALIA,Swimming,M,13,N,Unknown/Other
659,1895.02.27,1895,AUSTRALIA,Swimming,M,14,Y,Unknown/Other
658,1895.02.23.R,1895,PANAMA,Swimming,M,0,Y,Unknown/Other
657,1895.00.00.b,1895,AUSTRALIA,Other,Unknown,0,N,Unknown/Other
656,1894.12.11,1894,USA,Fishing,M,0,N,Unknown/Other
655,1894.11.28,1894,AUSTRALIA,Swimming,M,19,N,Unknown/Other
654,1894.10.06.R,1894,USA,Swimming,M,0,Y,Unknown/Other
653,1894.09.12.R,1894,USA,Swimming,M,0,N,Unknown/Other
652,1894.09.06.R,1894,FIJI,Other,F,0,N,Unknown/Other
651,1894.09.01.R,1894,USA,Fishing,M,0,N,Unknown/Other
650,1894.08.21,1894,USA,Swimming,F,0,UNKNOWN,Unknown/Other
649,1894.08.01,1894,USA,Swimming,M,0,N,Unknown/Other
648,1894.07.15.R,1894,FRANCE,Fishing,M,0,Y,Unknown/Other
647,1894.06.29,1894,USA,Swimming,M,0,UNKNOWN,Unknown/Other
646,1894.06.25,1894,SOUTH AFRICA,Swimming,M,0,Y,Unknown/Other
645,1894.06.15.b.R,1894,USA,Swimming,M,0,N,Unknown/Other
644,1894.06.15.a.R,1894,MEXICO,Other,M,0,Y,Unknown/Other
643,1894.04.28.b.R,1894,BURMA,Swimming,F,0,Y,Unknown/Other
642,1894.04.28.a.R,1894,BURMA,Swimming,F,0,Y,Unknown/Other
641,1893.10.20.R,1893,INDIA,Other,M,0,Y,Unknown/Other
640,1893.10.16,1893,CROATIA,Other,Unknown,0,UNKNOWN,Unknown/Other
639,1893.07.03,1893,PHILIPPINES,Other,M,0,Y,Unknown/Other
638,1893.06.22.R,1893,NIGERIA,Shipwreck,M,0,Y,Unknown/Other
637,1893.06.22,1893,LEBANON,Other,M,0,Y,Unknown/Other
636,1893.05.23.R,1893,FIJI,Kayaking,F,0,Y,Unknown/Other
635,1893.05.17,1893,CUBA,Other,M,0,Y,Unknown/Other
634,1893.04.15,1893,ATLANTIC OCEAN,Swimming,M,0,N,Unknown/Other
633,1893.04.14,1893,AUSTRALIA,Swimming,M,0,N,Unknown/Other
631,1893.01.30.R,1893,NEW ZEALAND,Swimming,M,0,Y,Unknown/Other
630,1893.01.18.R,1893,FRENCH POLYNESIA,Other,M,0,Y,Unknown/Other
629,1893.00.00,1893,EGYPT,Other,Unknown,0,UNKNOWN,Unknown/Other
628,1892.12.15,1892,ATLANTIC OCEAN,Sailing,M,15,Y,Unknown/Other
627,1892.11.09.R,1892,AUSTRALIA,Fishing,M,0,N,Unknown/Other
626,1892.11.06,1892,AUSTRALIA,Swimming,F,0,N,Unknown/Other
625,1892.09.16.R,1892,USA,Other,M,0,N,Unknown/Other
624,1892.06.24,1892,FRANCE,Fishing,Unknown,0,UNKNOWN,Unknown/Other
623,1892.06.20.R,1892,CUBA,Other,M,0,Y,Unknown/Other
622,1892.05.19.R,1892,NEW ZEALAND,Swimming,M,0,N,Unknown/Other
621,1892.04.21.R,1892,BAHAMAS,Other,M,0,Y,Unknown/Other
620,1892.03.25.R,1892,PACIFIC OCEAN,Kayaking,M,0,Y,Unknown/Other
619,1892.03.02,1892,AUSTRALIA,Fishing,M,21,N,Unknown/Other
618,1892.00.00,1892,AUSTRALIA,Diving,M,0,Y,Unknown/Other
617,1891.12.31.R,1891,AUSTRALIA,Swimming,M,0,N,Unknown/Other
616,1891.12.22.R,1891,NEW ZEALAND,Swimming,M,0,N,Unknown/Other
615,1891.11.29,1891,MARTINIQUE,Other,M,0,N,Unknown/Other
614,1891.09.14.R,1891,KIRIBATI,Shipwreck,Unknown,0,Y,Unknown/Other
613,1891.08.30.R,1891,CANADA,Other,M,0,Y,Unknown/Other
612,1891.08.29,1891,USA,Other,M,0,N,Unknown/Other
610,1891.03.10,1891,PARAGUAY,Other,Unknown,0,Y,Unknown/Other
609,1891.01.08.R,1891,JAMAICA,Sailing,M,0,Y,Unknown/Other
607,1890.12.27.R,1890,PAPUA NEW GUINEA,Other,M,18,N,Unknown/Other
606,1890.10.25.R,1890,ATLANTIC OCEAN,Other,M,0,Y,Unknown/Other
605,1890.08.17.R,1890,USA,Fishing,Unknown,0,N,Unknown/Other
604,1890.08.09,1890,USA,Swimming,M,0,N,Unknown/Other
603,1890.08.08,1890,SAMOA,Swimming,M,0,N,Unknown/Other
602,1890.06.26,1890,CROATIA,Swimming,M,0,N,Unknown/Other
601,1890.06.14.R,1890,PERSIAN GULF,Sailing,M,0,N,Unknown/Other
600,1890.06.02.R,1890,EGYPT,Swimming,M,0,Y,Unknown/Other
599,1890.05.14,1890,SOUTH AFRICA,Other,M,0,UNKNOWN,Unknown/Other
598,1890.03.03.R,1890,SRI LANKA,Diving,M,0,Y,Unknown/Other
597,1890.02.25,1890,MALTA,Fishing,M,0,Y,Unknown/Other
596,1890.00.00.e,1890,AUSTRALIA,Swimming,M,0,N,Sevengill shark
595,1890.00.00.d,1890,INDIA,Diving,M,0,UNKNOWN,Unknown/Other
594,1890.00.00.c,1890,INDIA,Diving,M,0,UNKNOWN,Unknown/Other
593,1890.00.00.b,1890,NEW ZEALAND,Swimming,M,0,Y,Unknown/Other
592,1890.00.00.a,1890,SOUTH AFRICA,Swimming,M,0,Y,Unknown/Other
590,1889.11.22,1889,AUSTRALIA,Other,M,0,Y,Unknown/Other
588,1889.10.03.R,1889,INDIA,Swimming,M,0,Y,Unknown/Other
587,1889.07.21,1889,USA,Swimming,M,0,Y,Unknown/Other
586,1889.07.19,1889,USA,Fishing,M,0,N,Unknown/Other
585,1889.07.08,1889,AUSTRALIA,Other,M,0,Y,Unknown/Other
584,1889.01.31.R,1889,USA,Fishing,Unknown,0,N,Unknown/Other
583,1889.01.00,1889,SIERRA LEONE,Other,M,0,Y,Unknown/Other
582,1888.12.25.R,1888,INDIAN OCEAN,Swimming,M,0,N,Unknown/Other
581,1888.12.09,1888,AUSTRALIA,Swimming,M,11,Y,Unknown/Other
580,1888.12.00,1888,AUSTRALIA,Other,M,0,Y,Unknown/Other
579,1888.10.23.R,1888,CROATIA,Other,Unknown,0,Y,Unknown/Other
578,1888.08.14,1888,CANADA,Other,M,0,Y,Unknown/Other
577,1888.08.01.R,1888,USA,Sailing,Unknown,0,N,Unknown/Other
575,1888.07.13.R,1888,INDIA,Other,M,0,Y,Unknown/Other
573,1888.06.24,1888,AUSTRALIA,Fishing,Unknown,0,N,Unknown/Other
570,1888.02.17,1888,NEW ZEALAND,Swimming,M,0,N,Unknown/Other
569,1888.01.22,1888,AUSTRALIA,Kayaking,M,0,N,Unknown/Other
568,1888.00.00,1888,LIBYA,Diving,M,0,N,Unknown/Other
567,1887.12.22.R,1887,HONDURAS,Other,M,33,Y,Unknown/Other
566,1887.12.04,1887,AUSTRALIA,Other,M,0,Y,Unknown/Other
565,1887.10.18,1887,USA,Other,M,0,Y,Unknown/Other
564,1887.10.00,1887,BAHAMAS,Shipwreck,M,0,Y,Unknown/Other
563,1887.09.22,1887,ITALY,Swimming,M,0,N,Unknown/Other
561,1887.07.30,1887,UNKNOWN,Shipwreck,M,0,Y,Unknown/Other
560,1887.03.12,1887,AUSTRALIA,Kayaking,Unknown,0,N,Unknown/Other
559,1887.02.08.R,1887,NEW ZEALAND,Swimming,M,0,Y,Unknown/Other
558,1887.02.08,1887,SOUTH AFRICA,Other,Unknown,0,N,Unknown/Other
557,1887.01.20,1887,BRAZIL,Other,M,0,Y,Unknown/Other
556,1887.01.12,1887,SOUTH AFRICA,Swimming,M,13,Y,Unknown/Other
555,1887.00.00,1887,OCEAN,Other,M,0,N,Unknown/Other
554,1886.08.00.c,1886,USA,Other,M,0,N,Unknown/Other
553,1886.08.00.b,1886,USA,Fishing,Unknown,0,N,Unknown/Other
552,1886.08.00.a,1886,USA,Fishing,M,0,N,Unknown/Other
551,1886.06.17,1886,AUSTRALIA,Swimming,M,18,Y,Unknown/Other
549,1886.05.06,1886,NEW CALEDONIA,Swimming,M,0,Y,Unknown/Other
548,1886.04.26,1886,AUSTRALIA,Other,M,0,N,Unknown/Other
546,1886.03.06.R,1886,NEW ZEALAND,Swimming,M,0,UNKNOWN,Unknown/Other
544,1886.02.13.R,1886,AUSTRALIA,Fishing,M,0,N,Unknown/Other
543,1886.01.28,1886,SOUTH AFRICA,Diving,M,0,N,Unknown/Other
542,1886.01.26,1886,AUSTRALIA,Diving,M,0,N,Unknown/Other
541,1886.01.01,1886,SOUTH AFRICA,Swimming,M,0,Y,Unknown/Other
540,1886.00.00,1886,AUSTRALIA,Sailing,M,0,N,Unknown/Other
539,1885.11.26.R,1885,AUSTRALIA,Other,Unknown,0,N,Unknown/Other
538,1885.11.26,1885,AUSTRALIA,Swimming,M,0,N,Unknown/Other
537,1885.08.17,1885,ATLANTIC OCEAN,Other,M,0,Y,Unknown/Other
536,1885.07.26.c,1885,USA,Shipwreck,M,0,N,Unknown/Other
535,1885.07.26.b,1885,USA,Shipwreck,M,0,N,Unknown/Other
534,1885.07.26.a,1885,USA,Shipwreck,M,0,Y,Unknown/Other
533,1885.04.16.R,1885,UNKNOWN,Swimming,M,0,Y,Unknown/Other
532,1885.04.09,1885,NEW ZEALAND,Swimming,M,0,N,Unknown/Other
531,1885.03.28,1885,SOUTH AFRICA,Fishing,M,0,N,Unknown/Other
530,1884.12.13,1884,AUSTRALIA,Shipwreck,M,0,Y,Unknown/Other
529,1884.12.08.R,1884,FRANCE,Other,F,0,Y,Unknown/Other
528,1884.08.28.R.,1884,USA,Sailing,M,0,N,Unknown/Other
527,1884.08.18,1884,USA,Fishing,M,0,UNKNOWN,Unknown/Other
526,1884.04.38.R,1884,BRAZIL,Other,M,0,Y,Unknown/Other
525,1884.01.16,1884,SOUTH AFRICA,Swimming,M,0,Y,Unknown/Other
524,1884.01.14,1884,AUSTRALIA,Sailing,F,0,Y,Unknown/Other
523,1883.12.19,1883,AUSTRALIA,Swimming,M,21,Y,Unknown/Other
522,1883.12.18.R,1883,USA,Other,M,0,Y,Unknown/Other
521,1883.10.20.R,1883,URUGUAY,Other,M,0,Y,Unknown/Other
520,1883.10.19.R,1883,USA,Other,M,0,Y,Unknown/Other
519,1883.09.14.R,1883,AUSTRALIA,Swimming,M,0,Y,Unknown/Other
518,1883.07.05,1883,GEORGIA,Fishing,M,0,N,Unknown/Other
517,1883.02.26.R,1883,AUSTRALIA,Diving,M,0,N,Unknown/Other
516,1883.02.25.R,1883,AUSTRALIA,Diving,M,0,Y,Unknown/Other
515,1883.01.21,1883,AUSTRALIA,Swimming,M,37,Y,Unknown/Other
514,1883.00.00.d,1883,PACIFIC OCEAN,Fishing,M,0,Y,Unknown/Other
513,1883.00.00.c,1883,USA,Sailing,M,0,Y,Unknown/Other
511,1883.00.00.a,1883,USA,Other,M,0,Y,Unknown/Other
510,1882.12.03,1882,NEW ZEALAND,Other,M,0,N,Unknown/Other
509,1882.11.12.b,1882,NEW ZEALAND,Swimming,M,0,N,Unknown/Other
508,1882.11.12.a,1882,NEW ZEALAND,Swimming,M,0,N,Unknown/Other
507,1882.09.00,1882,JAPAN,Shipwreck,M,0,N,Unknown/Other
506,1882.05.14,1882,AUSTRALIA,Sailing,M,0,N,Unknown/Other
505,1882.05.12.R,1882,AUSTRALIA,Diving,M,0,Y,Unknown/Other
504,1882.04.15,1882,AUSTRALIA,Fishing,M,0,Y,Unknown/Other
503,1882.02.07.R,1882,AUSTRALIA,Diving,M,0,Y,Unknown/Other
502,1882.01.23.R,1882,AUSTRALIA,Swimming,M,0,Y,Unknown/Other
501,1882.01.05.R,1882,ATLANTIC OCEAN,Other,M,0,Y,Unknown/Other
500,1882.00.00.b,1882,USA,Other,M,0,N,Unknown/Other
499,1882.00.00.a,1882,AUSTRALIA,Other,M,0,N,Unknown/Other
496,1881.09.05,1881,USA,Swimming,M,0,Y,Unknown/Other
495,1881.08.16.R,1881,UNKNOWN,Swimming,M,20,Y,Unknown/Other
494,1881.08.12,1881,USA,Swimming,M,0,N,Unknown/Other
493,1881.06.25,1881,UNKNOWN,Swimming,M,0,N,Unknown/Other
492,1881.06.13,1881,USA,Sailing,M,23,Y,Unknown/Other
491,1881.00.00.b,1881,INDIA,Other,Unknown,0,Y,Unknown/Other
490,1881.00.00.a,1881,ITALY,Fishing,M,0,N,White shark
489,1880.11.25,1880,AUSTRALIA,Swimming,M,12,Y,Bull shark
488,1880.10.10,1880,AUSTRALIA,Other,M,0,Y,Unknown/Other
487,1880.08.08,1880,MOZAMBIQUE,Swimming,M,0,Y,Unknown/Other
486,1880.07.25,1880,USA,Sailing,M,0,N,Unknown/Other
485,1880.05.15,1880,INDIA,Other,M,20,N,Unknown/Other
484,1880.05.14,1880,INDIA,Swimming,F,60,N,Unknown/Other
482,1880.05.02.b,1880,INDIA,Swimming,M,0,Y,Unknown/Other
481,1880.05.02.a,1880,INDIA,Swimming,M,11,Y,Unknown/Other
480,1880.01.22,1880,AUSTRALIA,Fishing,Unknown,0,N,Unknown/Other
479,1880.01.03,1880,AUSTRALIA,Swimming,F,13,N,Unknown/Other
477,1880.00.00.d,1880,USA,Other,M,0,UNKNOWN,Unknown/Other
476,1880.00.00.c,1880,SOLOMON ISLANDS,Other,M,0,N,Unknown/Other
475,1880.00.00.a,1880,NEW ZEALAND,Other,M,0,N,Unknown/Other
474,1879.12.24,1879,INDIA,Swimming,M,23,Y,Unknown/Other
473,1879.11.10,1879,AUSTRALIA,Swimming,M,0,N,Unknown/Other
472,1879.09.22,1879,SPAIN,Fishing,Unknown,0,N,Unknown/Other
